UUID,Price,Quantity,Date
2ecd700b-22de-46d0-b46e-aee5ba4d02e7,23,33,Wed Nov 02 2022
d16f6126-5a1a-47df-a192-30b6d08f890d,39,30,Thu Jun 08 2023
feacaccb-a2e2-4166-842a-81de0348472e,32,25,Fri Dec 08 2023
26223e4c-a94c-4710-a352-7fc561a75feb,13,17,Thu Jan 25 2024
eefc5ca5-579e-4e1b-ad7f-76d90491d26b,90,46,Thu Mar 07 2024
f7ecffd6-e54c-49d9-a062-22162e43263f,25,16,Tue Apr 12 2022
2894a550-6ba8-4f50-a0b1-f6f877204e2e,6,2,Sun Dec 24 2023
a1c51805-22b8-4663-b289-a9884ca96f0e,51,35,Fri Sep 22 2023
0f30b6f1-5ec1-49b9-9712-8155f7872540,79,22,Sun Sep 17 2023
8e2bd4ec-d7f1-4fe6-b33e-2f193df67bb5,73,33,Sat Feb 04 2023
ace13d96-395e-4c4e-a66d-a54422d30296,85,35,Tue Nov 14 2023
97e1181f-402c-4b68-a0d1-3239950a4c77,59,25,Sat Dec 02 2023
9781372d-82df-48a9-abee-54375fd90e62,19,43,Mon Feb 12 2024
78137933-8814-43bd-a8c8-63aaae2fec71,26,44,Sun Jan 29 2023
beec7534-33b5-4a98-b168-f2882fd75993,91,18,Sat Oct 21 2023
c377f8ed-3d5e-47c4-97bb-8963d14e0e41,45,6,Sat Oct 08 2022
cf59188d-1f0d-42e0-ae56-a170bdf8907f,37,43,Tue Nov 28 2023
719ed1db-1c34-4072-a175-2a40bd6308d1,79,24,Sat Dec 09 2023
fc118562-dd80-45f6-abe1-e86bcf6fff89,62,38,Thu Apr 21 2022
84f89412-f2f2-4d0f-bba2-bbd268b7610f,45,46,Wed Feb 08 2023
912c7dcf-a554-458c-bc44-a40230aea9c7,94,32,Mon Nov 28 2022
bf35215e-4a53-463b-9559-1578f1046124,71,38,Fri Jun 03 2022
8f2c2d4a-87fe-4609-82c9-6cca27fbf902,1,12,Fri Jun 03 2022
1ea3543e-4141-4ca2-9b63-9d55f8fc2896,47,23,Thu Jul 07 2022
2e3af01e-814a-4c53-87a2-bcba3ba5f9dc,1,27,Sat Apr 08 2023
6686d583-02ed-4048-8c31-bed5d7edd7c8,70,30,Sun Apr 24 2022
15dbe82d-11f1-441d-8535-314ffdb2c3a2,22,16,Thu Oct 20 2022
4d2dde3f-a8d6-4a64-9692-f61de3d75c26,1,39,Thu Jun 08 2023
33bc6f0a-369d-4ed2-8f60-2cda147942d0,20,9,Tue Sep 27 2022
dae31ade-548d-4fe2-9adc-1f8e9b11307a,23,17,Fri Jan 27 2023
9b2ea316-aa40-4a66-83ca-8f9f1fc1c40f,10,5,Wed Aug 10 2022
f756d64a-7e82-4c81-a092-eab71bf1ae18,23,17,Fri Sep 16 2022
47f6c6eb-8065-4a2c-b2bb-665ba478498f,91,35,Sun Mar 03 2024
45e42ca6-e8c4-4bb7-af75-ebadb9cf823d,84,1,Sat Feb 25 2023
4b9a1607-9bb5-48c4-8816-7ce071c0ba73,6,18,Thu Apr 06 2023
02e12220-d22c-4763-bb74-976578b22033,5,33,Sun Jan 14 2024
0886b3cc-4e17-4afb-aa5e-53666238d833,74,24,Tue Sep 13 2022
51064264-0396-4a75-b71c-180e050d8425,16,30,Wed Apr 19 2023
8b714fb1-6f47-4c00-bfc9-167702fadb87,58,17,Mon May 15 2023
0e5f4306-6e28-468f-ad0b-d7c724d0e88d,69,50,Tue Nov 21 2023
9b5d18b3-3796-449d-8c3c-585d7af37799,52,24,Wed Sep 07 2022
66f94ddd-9b35-44b2-aa75-350e92f0ea64,42,1,Thu Jan 25 2024
7b058588-a83e-4ffe-aa99-854e98bbd4dc,71,38,Wed Nov 22 2023
3f557065-162c-491d-9364-c6f3b20d036e,19,5,Sun Apr 03 2022
16e35ac7-e098-4a64-85bb-f52baed787e4,18,30,Wed Aug 03 2022
7003d5e0-da77-4067-8a22-d3590c8e8eca,68,20,Sat May 27 2023
f7d36fc8-b149-4124-a9c5-c210e01a3a22,70,21,Wed Mar 27 2024
1c9c3a04-b482-47d9-8b67-ceefcdf9713e,25,1,Fri Dec 15 2023
75dc060e-6471-4004-81a6-55f204ee83d0,88,28,Thu Feb 01 2024
91da307a-562d-4ad8-83bb-829467a4cf34,85,38,Sat Dec 03 2022
96a12c46-4d43-4655-af69-42df820818ee,28,17,Sun Feb 25 2024
c4cf7594-d3bb-4f3e-acd1-7f3799595256,64,29,Wed Aug 23 2023
0c0dc00a-bc01-4e2c-97f8-0990ab5e797c,7,50,Wed Nov 30 2022
e9ee1048-ec59-497a-b9c5-dcb7dbdd0c14,77,17,Tue Mar 05 2024
3d6971b2-f12d-4dcf-8137-8dc5abb71dd6,9,9,Wed Jan 03 2024
102c164f-acec-409d-93c5-bddff661ab3b,82,1,Wed May 17 2023
1fc5ba3c-6279-415b-8d35-6b6da444d16a,36,25,Sun Feb 18 2024
96771398-2c9b-4e42-96d9-783d32ec7d53,69,12,Tue Mar 05 2024
3522f79b-db63-4bee-83c2-8eee933aa264,84,37,Wed Sep 06 2023
e6c528ab-a43d-49f3-bfcd-aa4d589f4ec0,57,33,Wed Jul 05 2023
aa29e1f8-5425-4b35-938e-d7211ea0961a,13,16,Thu Nov 17 2022
fe49db71-f751-458e-8bef-396cf6eaefa5,18,11,Mon Mar 13 2023
e48c7906-20c7-4488-a386-820a34d92208,42,29,Tue Oct 24 2023
4a75f1a4-153e-4926-9850-d573181ccbf8,96,30,Sat Oct 22 2022
68c90303-f01d-4647-9e39-2ace360a11ff,77,13,Wed Dec 20 2023
5f2b955c-7c6b-4907-82fa-618b344b7f64,80,11,Fri Aug 05 2022
6e5fedcf-2638-4d96-97a4-b35421ddae94,18,40,Mon Aug 01 2022
825fc305-c49d-45e5-b99e-f0c026c753cf,100,42,Fri Mar 01 2024
95114ad1-47c0-461b-966c-9408e72e1910,20,24,Sun May 29 2022
a827f4e1-794c-44b9-af9a-6e7412f3fae5,85,18,Mon Dec 19 2022
e06d0d6e-ecba-4b4d-b527-f6aaa9cf9da0,59,38,Sat Apr 29 2023
03a2dd5d-0281-4326-983a-fcccc2aff280,85,49,Fri Jun 03 2022
87da9f7f-55cd-4761-a9a2-9f23243a75e7,46,34,Thu Mar 28 2024
12d14ab4-e74f-49ba-b2f9-8506380cd126,89,12,Sat Nov 25 2023
aeff45a9-8e56-4b8b-9d18-f9ce8678c1d3,13,36,Mon Aug 08 2022
7bf45fc4-a33b-4290-acb2-a3745435fb68,30,34,Fri Mar 03 2023
4a6aa915-063a-459a-90c6-21e2d5bae447,35,4,Thu Mar 07 2024
567f2246-83a1-4cac-ab79-baa633868d7a,42,22,Thu Jul 21 2022
47914c86-9c93-4d52-9e72-f00c0bf62d95,75,32,Sat Dec 03 2022
34d2725e-a639-41e8-98d8-dab97e9fbc46,70,24,Thu Sep 28 2023
2542e2be-b8e2-40e0-86a5-c524614924a8,67,10,Sun Feb 18 2024
92d293a1-37e4-4b5a-b62a-94c381647f21,32,32,Mon Sep 12 2022
ce9d1a5b-eb6a-450b-8ee5-d21e6767f8d4,91,27,Mon May 30 2022
e8db6ee8-2ff0-4100-9b2a-850358ae3a94,76,42,Sat Dec 09 2023
b91292da-d789-439d-aaf4-ca246d3022c1,39,27,Sat May 07 2022
86c4e6cb-fc58-4df2-b956-bf5df01d038f,16,45,Mon May 15 2023
5b56056c-c332-4d3d-8fb6-7c3ef98634c5,92,14,Tue May 24 2022
58acad48-1967-495f-bba7-283e5b622daf,86,50,Thu Oct 26 2023
00c5594c-ca51-4bf0-9a4f-e7baffda76ec,24,9,Mon Jan 30 2023
1973e162-ea2b-4430-9c65-eb095b34dce6,56,20,Tue Aug 30 2022
0a784a68-fe4a-4e3c-bf50-502a7ac07722,71,28,Mon Jun 27 2022
8fd42ec0-d86f-4eef-8205-ce1f03316ad9,30,18,Sat Oct 15 2022
a3aff6e8-a3af-4afa-b9a6-c96abfa3d83f,90,33,Wed Mar 08 2023
20c33c52-6f61-45aa-ac40-08e233f24a0b,17,3,Wed Jun 15 2022
4dddb5c0-5c7f-4941-8b76-952681ad9298,21,13,Mon Mar 18 2024
b1e51f2d-61e1-4d98-a92d-464fdcad6d2b,30,12,Wed Jul 27 2022
29285f83-03af-4e84-842e-f03e319605a0,28,2,Wed Aug 16 2023
224cbdac-05ca-42dd-b1e8-ebde4188a2a9,81,20,Wed Jun 21 2023
152e3ff3-a52f-4d4d-a664-a61fda61c35b,31,42,Mon Aug 01 2022
41f0eb73-b544-4dfc-8c50-1e005e03129a,40,34,Tue Apr 11 2023
eceeb209-88f6-4fcc-9226-29fdefcb5d62,36,35,Thu Jan 26 2023
089a2759-bdc3-46f8-b651-1bf53aee6f8f,54,12,Sat Feb 04 2023
81c7e249-d62f-4316-9e7c-5c4d2128e0de,42,4,Tue Jan 10 2023
d41bb1c4-bbf3-4247-aacd-c4f73c892a01,39,10,Mon Sep 05 2022
89b1fe4a-44f8-4b2b-974d-21a607dfc011,94,31,Tue May 03 2022
6b7b5f99-89bf-4578-aa0a-5d7638fe6c0f,76,7,Wed Mar 01 2023
29286d9c-e83b-4f34-a43b-1c3358def02e,33,31,Wed Nov 30 2022
134bb475-e785-44c2-ae02-0c5636ca6b3d,85,40,Tue Jan 31 2023
c61c4356-f8dd-4521-997e-16ab51b136ff,37,14,Fri Dec 30 2022
50d73083-7aaf-41ec-b2e3-b17837aa3a35,98,2,Thu Nov 10 2022
70345eed-a901-493c-ab47-297d89076cf3,98,47,Mon Jun 27 2022
f7fc536e-392e-4d04-9228-35de9d890982,92,42,Thu Sep 07 2023
49af78c6-2aa8-45a8-9b94-9c9965c786c1,82,8,Fri Jun 10 2022
e5ca9955-528c-42db-8630-688948e4c211,18,13,Tue Oct 04 2022
c4dd9aba-b490-430f-bf94-b76075ddaee5,98,47,Sat May 28 2022
846a1d86-4a5b-4adf-9f09-61539b7a54b1,41,6,Sun Dec 04 2022
19b6652a-fbdd-4f0b-a11b-e2905baecd37,35,26,Sat Dec 31 2022
f06853c2-c950-4e3a-ae95-68d80f912a30,55,23,Mon Mar 18 2024
e5cfe1cc-4522-41b9-8062-39db490f9a16,84,43,Tue Jul 25 2023
f468a25d-555a-4faf-8315-c81a2efa676f,36,9,Tue May 03 2022
4993a9ba-cdc9-4b1a-aa62-6cf9f831fc3f,85,49,Mon Sep 25 2023
c0f1b931-375c-40d1-8236-7f95a94cfe7c,9,29,Mon Apr 18 2022
cf22cd6a-56dd-412d-8c3e-3fa699369945,6,23,Thu Sep 07 2023
2c5417fe-f8d9-4255-81c5-49f13290fe37,1,11,Wed Dec 21 2022
1c580752-a62d-4a09-9956-ffd70bcc92d2,91,12,Thu Nov 17 2022
c58b6421-5c59-4753-916e-a582462f524c,6,24,Sun May 01 2022
f5b62049-0f6f-4adc-a2e6-b97460e6f31c,71,44,Sun Jan 08 2023
814f5b9c-f0aa-4972-bd0f-fcc3c0dba6c9,33,20,Wed Feb 21 2024
570499e6-8c08-41a4-8c54-8fb9261c171d,80,48,Sun Aug 07 2022
ec1dc3a9-ebcc-4dfc-a241-4b83e60b2c99,6,18,Mon Oct 17 2022
557215de-9644-4d67-8ecd-25efed6531c7,30,10,Tue Mar 05 2024
678766c8-d626-4190-a83b-c3a69597e799,32,7,Tue May 03 2022
8996dc13-d555-4661-93b1-b3d87f286b49,4,49,Mon Dec 25 2023
3d9507d2-fd0f-4d37-8108-bbca9ae0e165,45,24,Sat Dec 30 2023
06d44e33-dd85-4c17-aa30-903e1187fab9,69,48,Tue Mar 12 2024
ff13fbbb-c4b2-4bc2-87d3-77665f8874f3,99,31,Tue Feb 21 2023
f3edac40-c835-4598-901b-ad7b51ecbdb7,37,43,Mon Mar 18 2024
9c330e67-ddef-4cd9-b1c0-8f7a0b910b6b,50,41,Sun Jan 15 2023
904cd837-0c7d-4378-8344-d4717beebc44,22,17,Sat Jul 22 2023
2cf43ef4-1eb2-4956-87d5-72070e3821ad,96,7,Fri Sep 23 2022
269331cc-b9ac-475e-9069-312dc2a3f506,77,5,Fri Jan 19 2024
eddb7bd6-3f37-42e0-b4ac-537dd65aa0c0,44,18,Mon Mar 06 2023
baea68ca-e77d-4f8c-b197-2ccc87136a8c,80,24,Mon May 22 2023
1a933f28-7a53-4394-88cc-0a71c957b72a,48,31,Mon Oct 31 2022
6d5b60ae-6164-4ee1-a092-b40684a5824f,27,40,Mon Oct 23 2023
b1cf713c-3abd-4e21-8ee5-2c34501ef239,47,43,Sat Mar 25 2023
ad9b7ad6-b9f5-4148-9689-9da73d6800a4,84,31,Wed Feb 28 2024
c1100a0b-e7ab-4290-8356-108c9b9fa713,13,49,Thu Nov 09 2023
f1efa539-e052-42d2-ab0e-871cd4c1b0c8,25,9,Sat May 06 2023
74738a46-3d56-498b-abd7-dc4b43e02dca,67,2,Sat Jun 04 2022
2699027f-97fa-457f-be45-d032753cacb9,36,1,Fri Jul 01 2022
ff183ca2-77b2-42d8-ad6b-e2e14b0340aa,58,26,Sat Dec 31 2022
0e66d8a7-ab2f-4209-8b28-512f348a1c81,75,32,Wed Mar 27 2024
17f2b0ee-8b6e-4254-b52e-61025a434ecf,66,15,Wed Sep 27 2023
4e6225d4-b163-447f-a784-c296d48ccb45,59,23,Sun Nov 26 2023
3843bc8e-19da-4e02-9f21-f7dee26b0ebb,100,44,Thu Dec 21 2023
73812431-c0ca-4908-b358-761501153e9c,51,14,Fri Sep 16 2022
3d422bb8-e3f5-421a-b1c6-6bca10b25ca2,90,11,Fri Feb 23 2024
12c98ef5-5fc4-4259-b42e-256e0c165f00,26,38,Thu Jun 01 2023
e15d71f5-9d4f-49ab-8548-3192d0bc2f63,56,11,Sat Feb 03 2024
017dbaaa-91c3-40f1-8dd3-396ba6601f4d,56,31,Sun Apr 30 2023
100470f3-c056-4fb5-83ff-8ef2cd052cff,18,18,Fri May 19 2023
1e613a22-b981-441a-9f4d-f751d0292848,38,45,Tue Jun 27 2023
da556d55-f734-4d90-b992-57724b7dc3e4,10,41,Fri May 19 2023
c61f3747-c334-4031-8150-e99c7e6c123d,77,18,Mon Oct 23 2023
392125b8-06af-47e1-89c8-6905840dfa9d,51,14,Wed Oct 11 2023
27874983-8ed0-48f4-9647-9d7840a0617d,82,32,Wed Mar 13 2024
bca80535-8d34-4cb1-9341-0d876484655c,15,23,Mon Jun 26 2023
142713a8-f3df-47df-90a2-b40579a1ac9e,36,48,Wed Nov 08 2023
d6588585-c597-4a8d-ba23-a580929a1bba,15,24,Sat Dec 17 2022
db6ff205-5938-4f7a-b16f-20f7e38e3e39,77,47,Wed Mar 01 2023
523b3b49-7663-4efd-b44b-e3f2399bd4b8,49,7,Wed Dec 13 2023
36acdf1f-7ca2-45c4-a3e1-755534b80249,81,28,Mon Aug 29 2022
cc085e88-1280-488a-86de-30b7673a2efc,78,50,Thu Feb 09 2023
0ee8148d-109f-4b8a-a8df-ddda8d57126a,36,22,Mon Dec 12 2022
43687797-9b0a-4125-ae7e-224954a757d7,90,17,Thu Sep 22 2022
aee0fd23-6af8-47dd-977e-88a535b3a403,86,38,Sun Dec 31 2023
a6980ab7-46ee-4dd4-81f3-fce16eaccf61,2,43,Mon Apr 17 2023
1ac4b885-8b8f-4fbb-82bd-53f4f8ecf3f2,56,16,Mon Nov 27 2023
14fe736e-af58-4c0b-bf3a-715d3c164208,39,33,Tue Jun 14 2022
d527b148-5c9b-4e0b-a9a4-772f2679dbe5,99,47,Wed Jun 28 2023
949b4e81-1dc9-402c-aee7-8b578220549a,1,20,Sat Oct 28 2023
139f383b-616c-49e1-abf5-1cb0eb453617,77,38,Sat Apr 15 2023
8e8c4779-97d5-4f82-882a-d891498082d4,24,35,Sat Nov 18 2023
a9e1b9db-7bd9-4c71-b68c-f9e9b6782b1d,39,2,Sat Aug 06 2022
3525de40-3083-4155-bbe0-34737d9ac06e,76,27,Sun Nov 13 2022
9ce561ba-a3d6-46f7-9cd5-9ada7501fc77,53,37,Thu Jun 09 2022
3a2b63b1-6340-4ebd-a3d5-55fbc924a00a,67,46,Sun Jan 21 2024
221900f0-3510-48e1-a9b4-6f6053833d82,36,25,Wed Mar 22 2023
69271e5c-2127-45a8-9bbd-5c4014c28ff6,55,21,Tue Jul 19 2022
85763643-8001-4de5-bfc6-1f9826ed7e19,26,29,Thu May 26 2022
acff6805-8607-4933-8a44-2df132ed6e8e,37,12,Sun Sep 11 2022
c2e5bf70-50a7-4a50-ab93-a4b7e545eb9b,21,27,Sun Mar 24 2024
2d50eaa4-d45e-4344-8dbb-531a38ec6e17,30,43,Mon Jul 31 2023
c20d6413-4b1a-4b2a-b81c-290ce1ba34ab,23,4,Thu Mar 30 2023
4798cf73-58d5-4cb5-9af8-d2e41a6e345a,47,49,Mon Jul 11 2022
1442d725-4d6e-4ef4-81f7-05d8b34fcab4,46,8,Tue Oct 18 2022
d0857310-b508-4364-bbd2-f65d50f766fc,7,36,Sat Sep 09 2023
f0fb52e1-24ea-4a46-a192-4fbd33fd1495,71,18,Sun Jun 12 2022
603dadf5-3b30-4ae3-8939-975285fe0746,89,33,Sat Apr 23 2022
fd8e73ea-5fb0-439d-b574-0401802c157e,44,49,Wed Nov 29 2023
ed8d6c9e-776d-4a94-9d3a-e8d32cb6bd81,47,8,Mon May 22 2023
e52b00d4-e2ee-48a4-b8d6-273466bbe14f,12,10,Sat Jun 10 2023
c375c465-3c23-4f0e-9773-a4cc47576295,75,41,Wed Oct 12 2022
049b8dfc-89d4-475d-bf5b-3e629fd5bebc,75,21,Wed Mar 01 2023
edd719e9-d1ca-43e2-95a9-56fc9d14b16c,63,13,Mon Jul 11 2022
3aa2d9d6-bd63-437d-a40d-9a9fe81dd93a,52,21,Sat Sep 10 2022
e50f81a9-0ddd-41e4-860f-10ee74604c6a,14,41,Sun Sep 11 2022
0f9b7bf5-b3a2-464c-b232-210c310a55f6,79,25,Tue May 10 2022
0f2caeb4-e14d-45c3-8bbb-8a1a7ba51acc,84,32,Sat Dec 02 2023
14525542-be31-4377-a997-9a9bad517261,16,9,Fri Nov 03 2023
fb9f82ec-b397-4e15-ad45-d29b72ed5e20,44,37,Fri Mar 01 2024
b3954ec2-fda3-48dd-a8b3-59b4b09bbcdc,18,10,Tue Jan 10 2023
1d1bd2a7-cbe9-48ad-a21d-0a69e7123819,43,5,Mon Sep 18 2023
9a75836f-5252-4c80-b155-fd4aff20e663,88,20,Sun Jul 09 2023
45876f7e-f2f8-4c0d-b4df-417afa77d802,70,19,Thu Mar 09 2023
eebc63a8-1415-4eb2-92d1-3feb9981c98d,73,43,Wed Sep 06 2023
b3f8287c-37ee-4ab9-8821-02ab0f235234,54,8,Sun Oct 08 2023
fa25f179-b74a-4daa-9c4d-1ba15db74dbe,84,19,Sat Oct 28 2023
4d57f432-567c-4a15-8247-c9c7408414a5,27,5,Mon Apr 24 2023
5e0b1f6e-5801-416d-8706-5de3f63de665,48,24,Mon May 02 2022
428e8440-681f-440b-9f1c-62344bfbc8bd,11,1,Tue Feb 28 2023
f6602700-a082-4c43-8f48-99b99f5a1b12,20,23,Tue Jan 30 2024
835d9f6b-01f8-43e5-b8af-92f621e51abe,65,44,Wed Nov 16 2022
1925f89d-ebcf-4f19-940c-2466fb9d87f6,49,14,Mon May 02 2022
66fe629a-87ff-4d8a-b9e3-fdb0ed7d85f8,82,43,Tue Oct 17 2023
9cd59036-a811-4013-a667-f33561b79824,38,39,Wed Jun 14 2023
eb8e1edb-c699-4ab8-a765-58886c2663fb,10,32,Wed Nov 15 2023
f841735c-7549-4b9d-9094-fa5961a91c1d,46,44,Fri Sep 16 2022
2c43e696-4e39-4a36-b5f1-c0cebd81b3f8,79,37,Mon Jan 23 2023
9fdf5895-11c3-4e79-9249-5f3ce1e6b443,75,50,Tue Oct 17 2023
928905c4-ab57-40ed-97d7-bade70d6ed54,52,12,Sat Apr 23 2022
890aa2a4-265e-4ce1-9cae-e42b591929b8,95,31,Mon Feb 19 2024
5a0d8d96-3aae-4042-a1d0-b6654038d016,7,4,Mon Oct 31 2022
2afb0628-4cd6-40ab-806f-d0bddde917cc,21,34,Thu Oct 12 2023
88735bd4-c9c2-4b28-ba6b-52eeafde1d52,93,5,Sun May 22 2022
7250eb8d-8c51-455d-8935-a6ee75c18c4f,86,35,Fri Oct 07 2022
3d887e27-2900-44d1-a8bd-175afe8d7b11,62,31,Sun Nov 26 2023
461b6bc9-a45c-4a4a-bf1d-19a4b183878e,62,41,Sun Feb 04 2024
f694e308-e445-4fa0-ba8f-1a124091c88f,55,20,Sun Dec 24 2023
84336f31-a480-4762-a5f1-f7255d50c854,63,35,Sat Dec 10 2022
76b9629d-bd35-4e2b-a21b-92a9fdcb587f,85,25,Wed May 17 2023
494a1e75-13f3-4132-a9f1-e64b17a4d74c,87,18,Tue Jul 12 2022
85b6cd4c-c262-4aee-938b-2250d6cc729d,74,42,Wed Sep 13 2023
f558d5cf-21c0-4fbe-bdc1-91ee0dede75c,68,10,Thu Aug 03 2023
0c3bf2fa-5542-4e19-8b8f-2206fa3aed99,11,15,Fri Apr 22 2022
b701ee40-651b-40b9-9f0b-26570f572a5b,93,40,Fri Aug 25 2023
08dbd9cf-90df-4b72-a1df-7a025e6a7fa4,100,23,Tue Nov 08 2022
96aabe83-4af5-4031-a9a6-f91a9a81233d,75,20,Mon Sep 18 2023
a0935566-b920-4e2c-968a-269cd9a79db9,97,22,Mon Jul 17 2023
d814b0b6-1838-4b14-9bb0-db80455e0f56,50,22,Thu Oct 19 2023
f09c4f2e-dae5-4e51-a497-9e0758716360,48,10,Sat Feb 11 2023
bfccb956-9d1d-4943-a3db-7175ad0dc753,62,47,Mon May 23 2022
acaa7246-9ec9-4814-9a6e-88df049d5deb,90,47,Sun Jun 04 2023
10870c22-2733-441c-813e-d833a5a51ee9,30,15,Mon Dec 04 2023
43e9a7d4-bcbd-4989-a323-6d189455520b,46,39,Sat Sep 17 2022
882446f0-3391-47c4-88d1-d7e983ab5081,66,30,Tue Oct 10 2023
6a7d97ba-f2d0-4000-afcd-9340baee2c4d,19,25,Thu Jun 01 2023
93f0baa5-b04e-4388-8657-86f3c56c198e,20,15,Sat Nov 18 2023
3319d802-79f2-42cc-a82f-59f3fc0c05fe,11,11,Tue Mar 19 2024
9690d7d3-6417-4b76-bde1-554cb153a054,63,14,Thu Jun 22 2023
45a79c0d-c89c-4689-854b-f5a31c697a92,76,37,Fri Dec 22 2023
c2340327-76eb-4bc0-a7ff-a7c8ebea3a50,10,13,Sat Dec 17 2022
913cc7a2-0371-4f8d-a10d-f9aa48664c82,44,6,Sat Oct 22 2022
73a3c0a9-57c0-44a8-a796-a3922711b172,29,41,Sun Oct 01 2023
9579c765-b7d5-48a9-b055-640debe8c0d2,97,16,Sat Aug 20 2022
64bfe59d-e1e5-491c-bc7c-da311b3f2030,37,19,Fri Feb 10 2023
0d82e5be-3d29-434b-be56-db0d21efe93e,61,16,Mon Mar 04 2024
4c1496ad-35a6-49e9-a221-cda68132a2af,80,42,Wed Dec 28 2022
97c50955-ecbb-48d4-85ff-5995bdd2cbd9,25,35,Fri Jul 28 2023
6ae27b11-6e20-4ce4-9784-00c55ec8721b,17,15,Fri Sep 08 2023
fa65f3e6-7af3-4c59-96bd-e7b83528fa1a,48,50,Thu Aug 31 2023
82a8665a-aa08-4bc0-a44c-3a7f30c01115,14,17,Fri Feb 02 2024
09174fa4-b988-424a-b767-e0a66269d3b3,67,14,Mon Aug 14 2023
910a74a2-e539-4ae7-a9e8-7cb19291ccf7,75,46,Sun Dec 25 2022
ee5d5b2d-5681-4f58-b8ae-c522dd9cc6e4,93,41,Sat Mar 11 2023
ecf6f83a-2e1b-4575-a8f3-87539d6315a7,67,38,Mon Jun 27 2022
5d197d79-53f7-4a22-a33f-95269d5a792a,62,50,Sat Nov 26 2022
c0fc0980-3fe6-4400-a189-622c16fd7383,6,39,Sat Jul 22 2023
ceeb7e29-efb1-40cb-a709-fc7963671c94,5,48,Wed Mar 01 2023
71fd50bb-7f70-4bd6-8b4c-ebfe042c7890,31,28,Thu Dec 01 2022
f9794635-28bb-4467-b3c3-4675b516a1ca,81,17,Mon May 16 2022
6684c263-d110-446c-854b-4752047f28a3,69,13,Sat Jul 30 2022
2b94c36d-7ae8-4cfe-82cd-3c04456ceef3,82,41,Sat Nov 11 2023
25873384-e153-4a38-b202-0a6478e12dd1,68,7,Fri Feb 17 2023
2d682e4b-30ae-4060-abba-de753c883c45,46,28,Tue Jul 04 2023
0a23ce98-a5db-480c-a689-8c11ac40a391,99,25,Sun Jul 23 2023
74a87493-c075-497a-8852-290bc0241d1c,59,50,Fri Jul 21 2023
d51a1714-313c-4e95-8ca9-de8c84a0293a,93,43,Mon Dec 19 2022
e73aefda-2e9c-4ef8-84ed-a84fcc794ab8,45,20,Sun Dec 31 2023
affb5c37-3b51-4cfe-86ee-664c27700d34,58,28,Thu Jun 30 2022
9aa24afe-f293-435a-81f4-f01e415a7fea,43,27,Fri Oct 28 2022
9b96eefd-99dd-4018-91c1-91281f9dc301,3,27,Sat Dec 17 2022
3c241941-c6fc-48c0-ad6b-a3f60aef4c53,81,9,Thu May 26 2022
4137545e-d9b2-46df-a21b-4d7d555b41ce,99,44,Mon Oct 03 2022
18b527ff-00b0-420a-a968-e94c96699021,44,19,Sat Aug 12 2023
bad270b7-6635-4cbd-a62e-7357598dc292,6,25,Tue Mar 12 2024
fd24bb5a-05eb-4959-9618-977682470f50,88,17,Wed Aug 17 2022
b950a378-db88-4d83-ae4f-1c2e39afba21,31,24,Sat Oct 08 2022
4dcd307d-e821-45ba-9a54-8daf839b6bec,28,24,Thu Dec 22 2022
33d5dcfd-a7ac-47f5-b901-38bc76d8ba73,65,46,Wed May 11 2022
3b78bf02-19f3-44a2-baa1-92fbd3c4cbc8,72,34,Tue Aug 29 2023
bb8e2ca1-925c-43c1-bdba-387b10aea0cb,64,43,Sun May 29 2022
7cf89dba-20dc-447e-b18d-210a3f648016,75,27,Wed May 11 2022
935efab5-40b7-428f-beb8-99e5baaf1315,16,40,Thu Mar 30 2023
b1b3166a-37d8-44f8-b08e-e022597dc8a6,93,8,Tue Aug 16 2022
bc768b6c-ba18-413f-843e-580f21a1423f,88,16,Fri Oct 06 2023
b622c1a3-cd70-473c-b1af-b6777cce6128,92,42,Wed Dec 06 2023
bb3f578e-fb66-4d61-82a6-2b67845c9ad1,66,16,Thu Mar 16 2023
83e90598-7008-41b6-be8f-bb80b3a80c3c,39,23,Fri Aug 11 2023
86063277-00a1-47f0-86d6-2a341ba8f3db,88,19,Thu Feb 16 2023
8e0526b8-a92d-4c94-8c01-ed51f00d6a7b,74,29,Fri Feb 17 2023
4165e182-8a3f-4e77-ba24-2100fb9f6aaf,31,28,Sat Mar 18 2023
3140a757-4b45-4d64-bd2b-077dea34b694,80,13,Fri May 06 2022
c5ad390f-1f67-47ca-882c-36dbeec1cb17,13,46,Fri May 19 2023
c443768e-bf48-4f9a-9b83-066012a6e5fb,98,27,Wed Aug 30 2023
01bff3e3-e73a-42c4-9484-67da9110e49f,45,16,Thu Sep 21 2023
cf2e706b-5d38-463c-8abc-fedf3e9ae235,58,13,Tue May 03 2022
052efa28-e4f3-4684-b5db-7c2519e5dccb,31,50,Fri Dec 23 2022
537a2b23-1841-4c6b-91a3-d2703805b1c6,39,48,Tue Jan 24 2023
734db2b9-90ef-4166-9077-e5fed7cbed3f,15,23,Fri Mar 03 2023
cb6f222f-2722-41ce-a067-f6156a6aaa5b,100,45,Tue Sep 19 2023
8e1e05bc-1c85-422d-8a31-7b000ef50b75,70,1,Sat Jan 06 2024
cb9697e9-d4a0-4c24-8e69-2e6d93ae9c74,16,24,Wed Jun 22 2022
21cc7876-dffb-4d36-ad8c-68e3a08fd1a2,27,48,Tue Apr 19 2022
